ra,nome_exibicao,ano_referencia,origem_aba,fase,turma,ciclo_programa,pedra_atual,genero,idade,ano_nasc,ano_ingresso,anos_no_programa,instituicao,fase_ideal_num,inde_22,inde_23,inde_24,inde_atual,inde_anterior,delta_inde,cg,cf,ct,n_av,iaa,ieg,ips,ipp,ida,ipv,ian,categoria_ian,risco_atual,mat,por,ing,media_academica,media_comportamental,defasagem
RA-821,Aluno-821,2024,PEDE2024,2A,2A,Agata,Agata,Masculino,11.0,,2022,2.0,Pública,2.0,6.342157529411765,,6.643866666600001,6.643866666600001,,,,,,3.0,8.502,5.9166666665,7.51,6.666666667,4.25,6.713333333,10.0,Adequado,0.0,4.5,4.0,,4.25,7.148833333375,0
RA-822,Aluno-822,2024,PEDE2024,1H,1H,Quartzo,Quartzo,Masculino,12.0,,2022,2.0,Pública,3.0,6.92155010708899,6.4497,5.2645678524,5.2645678524,6.4497,-1.1851321476,,,,3.0,0.0,4.6245059285,5.01,6.666666667,6.75,6.61,5.0,Defasagem moderada,1.0,7.5,6.0,,6.75,4.075293148875,-2
RA-826,Aluno-826,2024,PEDE2024,1L,1L,Ametista,Ametista,Masculino,10.0,,2022,2.0,Pública,2.0,7.775658894736842,7.77645,7.9442,7.9442,7.77645,0.16775000000000073,,,,2.0,10.002,10.0,6.26,7.5,6.75,8.59,5.0,Defasagem moderada,1.0,5.5,8.0,,6.75,8.4405,-1
RA-827,Aluno-827,2024,PEDE2024,2K,2K,Topazio,Topazio,Feminino,12.0,,2022,2.0,Pública,2.0,7.412495022283378,7.419925,8.2483467391,8.2483467391,7.419925,0.8284217391000004,,,,4.0,10.002,9.7826086955,5.01,7.65625,7.25,7.875,10.0,Adequado,0.0,6.0,8.5,,7.25,8.112714673875,0
RA-829,Aluno-829,2024,PEDE2024,2K,2K,Topazio,Topazio,Feminino,10.0,,2022,2.0,Privada - Programa de Apadrinhamento,1.0,8.00281439031339,8.532075,9.171825000000002,9.171825000000002,8.532075,0.6397500000000012,,,,4.0,9.502,9.75,9.38,8.90625,8.0,9.215,10.0,Adequado,0.0,6.0,10.0,,8.0,9.384562500000001,1
RA-830,Aluno-830,2024,PEDE2024,1L,1L,Ametista,Ametista,Feminino,11.0,,2022,2.0,Pública,2.0,7.234398335932424,6.78,7.1373428571,7.1373428571,6.78,0.3573428570999999,,,,2.0,9.002,7.619047619,5.63,8.333333333,6.75,7.335,5.0,Defasagem moderada,1.0,6.5,7.0,,6.75,7.646095238000001,-1
RA-831,Aluno-831,2024,PEDE2024,1K,1K,Topazio,Topazio,Masculino,10.0,,2022,2.0,Pública,2.0,7.4100721416504225,7.71645,8.0066285715,8.0066285715,7.71645,0.29017857150000026,,,,2.0,10.002,9.523809524,6.26,7.916666667,7.75,8.17,5.0,Defasagem moderada,1.0,6.5,9.0,,7.75,8.42561904775,-1
RA-832,Aluno-832,2024,PEDE2024,2U,2U,Topazio,Topazio,Masculino,11.0,,2022,2.0,Pública,2.0,8.178844113710202,8.2697,8.2403304348,8.2403304348,8.2697,-0.02936956519999967,,,,3.0,9.002,8.695652174,7.51,7.5,8.0,7.5,10.0,Adequado,0.0,7.0,9.0,,8.0,8.176913043499999,0
RA-833,Aluno-833,2024,PEDE2024,2U,2U,Topazio,Topazio,Masculino,11.0,,2022,2.0,Pública,2.0,7.790571508771929,7.81295,8.5184577641,8.5184577641,7.81295,0.7055077641000009,,,,3.0,9.002,9.3271221535,7.51,8.125,8.0,7.946666667,10.0,Adequado,0.0,9.0,7.0,,8.0,8.491030538375,0
RA-834,Aluno-834,2024,PEDE2024,2L,2L,Topazio,Topazio,Masculino,11.0,,2022,2.0,Pública,2.0,8.135537771280053,8.662616667,8.513646169700001,8.513646169700001,8.662616667,-0.14897049729999878,,,,3.0,8.002,9.109730849,6.26,7.708333333,8.75,8.723333333,10.0,Adequado,0.0,9.0,8.5,,8.75,7.7700160455,0
RA-836,Aluno-836,2024,PEDE2024,1J,1J,Agata,Agata,Masculino,11.0,,2022,2.0,Pública,2.0,7.664923985754986,7.6417,6.0234537878,6.0234537878,7.6417,-1.6182462121999999,,,,4.0,9.502,6.439393939,7.51,7.34375,2.75,6.25,5.0,Defasagem moderada,1.0,5.5,0.0,,2.75,7.69878598475,-1
RA-837,Aluno-837,2024,PEDE2024,2G,2G,Ametista,Ametista,Masculino,10.0,,2022,2.0,Pública,2.0,8.207451124949126,8.2712,7.9648467391,7.9648467391,8.2712,-0.3063532608999999,,,,4.0,7.502,9.7826086955,6.885,7.03125,6.75,7.5825,10.0,Adequado,0.0,6.0,7.5,,6.75,7.800214673875001,0
RA-840,Aluno-840,2024,PEDE2024,1G,1G,Topazio,Topazio,Masculino,10.0,,2022,2.0,Pública,1.0,7.874720643467644,7.7862,8.5912909091,8.5912909091,7.7862,0.8050909090999996,,,,3.0,9.502,9.337121212,7.51,8.333333333,8.0,7.946666667,10.0,Adequado,0.0,7.0,9.0,,8.0,8.67061363625,0
RA-841,Aluno-841,2024,PEDE2024,2H,2H,Agata,Agata,Masculino,12.0,,2022,2.0,Pública,3.0,7.300023367521367,6.78,6.035771224300001,6.035771224300001,6.78,-0.744228775699999,,,,4.0,10.002,6.3272311215000006,7.51,7.03125,3.25,5.83,5.0,Defasagem moderada,1.0,4.0,2.5,,3.25,7.717620280375,-1
RA-842,Aluno-842,2024,PEDE2024,1G,1G,Ametista,Ametista,Feminino,10.0,,2022,2.0,Pública,2.0,7.95176506926407,7.2117,7.072914756400001,7.072914756400001,7.2117,-0.13878524359999922,,,,3.0,8.502,7.549407115,6.26,6.875,7.5,6.996666667,5.0,Defasagem moderada,1.0,6.0,9.0,,7.5,7.29660177875,-1
RA-847,Aluno-847,2024,PEDE2024,1D,1D,Quartzo,Quartzo,Masculino,11.0,,2022,2.0,Pública,2.0,6.83936507936508,6.5418,5.009290909100001,5.009290909100001,6.5418,-1.5325090908999996,,,,2.0,9.002,4.5454545455,5.01,7.5,1.0,6.245,5.0,Defasagem moderada,1.0,0.0,2.0,,1.0,6.514363636375,-1
RA-85,Aluno-85,2024,PEDE2024,5N,5N,Agata,Agata,Masculino,17.0,,2022,2.0,Pública,7.0,6.243027512820514,7.08435,6.999509385733333,6.999509385733333,7.08435,-0.08484061426666667,,,,3.0,8.334,8.668046928999999,3.755,6.25,7.666666666666667,6.993333333,5.0,Defasagem moderada,1.0,9.0,4.5,9.5,7.666666666666667,6.751761732249999,-2
RA-850,Aluno-850,2024,PEDE2024,1C,1C,Ametista,Ametista,Masculino,10.0,,2022,2.0,Pública,2.0,7.640722218045114,6.06525,7.864245454500001,7.864245454500001,6.06525,1.7989954545000009,,,,2.0,10.002,9.2727272725,6.255,7.5,7.75,7.92,5.0,Defasagem moderada,1.0,6.0,9.5,,7.75,8.257431818125,-1
RA-851,Aluno-851,2024,PEDE2024,1B,1B,Agata,Agata,Masculino,10.0,,2022,2.0,Pública,2.0,7.515200746031747,6.1683,6.2114602109,6.2114602109,6.1683,0.043160210899999996,,,,3.0,9.002,7.3221343875,5.63,5.625,6.0,5.106666667,5.0,Defasagem moderada,1.0,5.0,7.0,,6.0,6.894783596875,-1
RA-853,Aluno-853,2024,PEDE2024,1G,1G,Ametista,Ametista,Feminino,10.0,,2022,2.0,Pública,1.0,8.616243765480895,7.8402,7.986866666600001,7.986866666600001,7.8402,0.14666666660000072,,,,3.0,8.502,9.5833333335,6.26,8.333333333,6.25,7.553333333,10.0,Adequado,0.0,6.5,6.0,,6.25,8.169666666625,0
RA-854,Aluno-854,2024,PEDE2024,1G,1G,Ametista,Ametista,Feminino,9.0,,2022,2.0,Pública,1.0,8.098496318150449,6.6415,7.826199999900001,7.826199999900001,6.6415,1.1846999999000012,,,,3.0,9.502,10.0,6.26,5.833333333,7.0,6.333333333,10.0,Adequado,0.0,7.0,7.0,,7.0,7.89883333325,0
RA-855,Aluno-855,2024,PEDE2024,2I,2I,Topazio,Topazio,Feminino,10.0,,2022,2.0,Pública,2.0,8.452910432147561,8.62995,8.578533333400001,8.578533333400001,8.62995,-0.051416666599997995,,,,3.0,9.002,10.0,7.51,7.5,8.5,7.386666667,10.0,Adequado,0.0,9.0,8.0,,8.5,8.503,0
RA-858,Aluno-858,2024,PEDE2024,Alfa,ALFA J - G2/G3,Agata,Agata,Masculino,9.0,,2022,2.0,Pública,1.0,7.523491593073594,7.248833333,6.917866666700001,6.917866666700001,7.248833333,-0.33096666629999927,,,,2.0,9.002,6.833333333500001,2.51,7.5,8.25,7.5,5.0,Defasagem moderada,1.0,10.0,6.5,,8.25,6.461333333375,-1
RA-859,Aluno-859,2024,PEDE2024,1G,1G,Topazio,Topazio,Feminino,9.0,,2022,2.0,Pública,1.0,8.325132654369785,8.6042,8.5817909091,8.5817909091,8.6042,-0.022409090900000095,,,,3.0,8.002,9.337121212,7.51,8.958333333,8.0,8.336666667,10.0,Adequado,0.0,8.0,8.0,,8.0,8.45186363625,0
RA-86,Aluno-86,2024,PEDE2024,7E,7E,Ametista,Ametista,Masculino,18.0,,2021,3.0,Privada *Parcerias com Bolsa 100%,7.0,7.566015304972806,,7.611233333266666,7.611233333266666,,,,,,0.0,6.667,9.704333333,6.57,7.5,5.483333333333333,7.5,10.0,Adequado,0.0,6.35,6.3,3.8,5.483333333333333,7.61033333325,0
RA-860,Aluno-860,2024,PEDE2024,1G,1G,Topazio,Topazio,Masculino,9.0,,2022,2.0,Pública,1.0,8.135541086517346,8.2372,8.7738666667,8.7738666667,8.2372,0.5366666667000004,,,,3.0,9.002,9.7916666665,7.51,8.75,8.5,7.946666667,10.0,Adequado,0.0,8.0,9.0,,8.5,8.763416666625,0
RA-861,Aluno-861,2024,PEDE2024,Alfa,ALFA B - G2/G3,Topazio,Topazio,Feminino,9.0,,2023,1.0,Pública,1.0,,9.31095,8.959700000000002,8.959700000000002,9.31095,-0.3512499999999985,,,,3.0,9.502,10.0,7.51,8.125,10.0,9.73,5.0,Defasagem moderada,1.0,10.0,10.0,,10.0,8.78425,-1
RA-862,Aluno-862,2024,PEDE2024,Alfa,ALFA B - G2/G3,Ametista,Ametista,Masculino,10.0,,2023,1.0,Pública,2.0,,8.2212,7.346677272700001,7.346677272700001,8.2212,-0.8745227272999987,,,,3.0,9.002,8.6136363635,7.51,7.1875,7.5,6.27,5.0,Defasagem moderada,1.0,10.0,5.0,,7.5,8.078284090875,-2
RA-863,Aluno-863,2024,PEDE2024,Alfa,ALFA E - G2/G3,Quartzo,Quartzo,Masculino,8.0,,2023,1.0,Pública,1.0,,5.92975,4.6684348484,4.6684348484,5.92975,-1.2613151516000007,,,,3.0,8.502,3.159090909,2.51,4.6875,5.5,4.333333333,5.0,Defasagem moderada,1.0,10.0,1.0,,5.5,4.71464772725,-1
RA-867,Aluno-867,2024,PEDE2024,Alfa,ALFA B - G2/G3,Ametista,Ametista,Masculino,9.0,,2023,1.0,Pública,1.0,,8.6992,7.583018181800001,7.583018181800001,8.6992,-1.1161818181999985,,,,3.0,9.002,7.409090909,7.51,7.5,8.5,7.5,5.0,Defasagem moderada,1.0,10.0,7.0,,8.5,7.85527272725,-1
RA-868,Aluno-868,2024,PEDE2024,Alfa,ALFA A - G0/G1,Ametista,Ametista,Masculino,8.0,,2023,1.0,Pública,1.0,,8.63895,7.156366666600001,7.156366666600001,8.63895,-1.4825833333999983,,,,3.0,8.002,9.75,3.76,6.875,7.0,7.213333333,5.0,Defasagem moderada,1.0,8.0,6.0,,7.0,7.09675,-1
RA-87,Aluno-87,2024,PEDE2024,7A,7A,Topazio,Topazio,Masculino,17.0,,2021,3.0,Privada - Programa de Apadrinhamento,6.0,8.71196797863248,8.6625,9.437924561333332,9.437924561333332,8.6625,0.7754245613333328,,,,3.0,8.751,9.649122807,9.375,9.375,9.166666666666666,9.623333333,10.0,Adequado,0.0,10.0,7.5,10.0,9.166666666666666,9.28753070175,1
RA-871,Aluno-871,2024,PEDE2024,1B,1B,Ametista,Ametista,Masculino,10.0,,2023,1.0,Pública,1.0,,6.8617,7.291729314799999,7.291729314799999,6.8617,0.43002931479999873,,,,3.0,8.502,9.328063241,4.38,5.3125,7.25,5.783333333,10.0,Adequado,0.0,6.0,8.5,,7.25,6.88064081025,0
RA-873,Aluno-873,2024,PEDE2024,1B,1B,Ametista,Ametista,Feminino,12.0,,2023,1.0,Pública,3.0,,7.8012,7.61095,7.61095,7.8012,-0.1902499999999998,,,,3.0,8.002,10.0,6.88,7.1875,6.75,7.77,5.0,Defasagem moderada,1.0,7.0,6.5,,6.75,8.017375000000001,-2
RA-874,Aluno-874,2024,PEDE2024,1E,1E,Ametista,Ametista,Masculino,10.0,,2023,1.0,Pública,2.0,,5.811,7.0235939394,7.0235939394,5.811,1.2125939394000005,,,,2.0,9.502,4.696969697,6.26,8.75,7.75,7.915,5.0,Defasagem moderada,1.0,6.0,9.5,,7.75,7.30224242425,-1
RA-876,Aluno-876,2024,PEDE2024,1K,1K,Ametista,Ametista,Masculino,9.0,,2023,1.0,Pública,1.0,,8.6492,7.612057142800001,7.612057142800001,8.6492,-1.0371428571999992,,,,2.0,8.502,9.0476190475,7.51,8.333333333,3.75,8.09,10.0,Adequado,0.0,7.5,0.0,,3.75,8.348238095125,0
RA-878,Aluno-878,2024,PEDE2024,1B,1B,Agata,Agata,Masculino,11.0,,2023,1.0,Pública,2.0,,6.24,6.5335560606000005,6.5335560606000005,6.24,0.2935560606000003,,,,3.0,9.002,6.1363636360000005,4.38,7.1875,6.75,6.996666667,5.0,Defasagem moderada,1.0,6.0,7.5,,6.75,6.676465909,-1
RA-879,Aluno-879,2024,PEDE2024,1A,1A,Topazio,Topazio,Feminino,10.0,,2023,1.0,Pública,2.0,,6.8225,8.1096318182,8.1096318182,6.8225,1.2871318182000007,,,,3.0,9.502,9.090909091,6.26,7.8125,8.5,8.67,5.0,Defasagem moderada,1.0,8.0,9.0,,8.5,8.16635227275,-1
RA-88,Aluno-88,2024,PEDE2024,8E,8E,Nao informado,,Masculino,19.0,,2021,3.0,Privada *Parcerias com Bolsa 100%,8.0,7.498492675990676,,,,,,,,,0.0,,0.0,,,,,10.0,Adequado,0.0,,,,,0.0,0
RA-880,Aluno-880,2024,PEDE2024,Alfa,ALFA E - G2/G3,Agata,Agata,Feminino,8.0,,2023,1.0,Pública,1.0,,6.724,6.853080434800001,6.853080434800001,6.724,0.12908043480000053,,,,3.0,9.502,8.445652174,2.51,7.1875,6.5,7.22,5.0,Defasagem moderada,1.0,7.5,5.5,,6.5,6.911288043499999,-1
RA-884,Aluno-884,2024,PEDE2024,Alfa,ALFA B - G2/G3,Topazio,Topazio,Feminino,8.0,,2023,1.0,Pública,1.0,,8.4587,8.0345030302,8.0345030302,8.4587,-0.42419696980000055,,,,3.0,10.002,8.818181818,6.26,7.5,8.75,8.223333333,5.0,Defasagem moderada,1.0,10.0,7.5,,8.75,8.1450454545,-1
RA-885,Aluno-885,2024,PEDE2024,Alfa,ALFA D - G2/G3,Topazio,Topazio,Masculino,9.0,,2023,1.0,Pública,1.0,,8.8252,8.2072,8.2072,8.8252,-0.6180000000000003,,,,3.0,8.502,10.0,7.51,7.5,8.5,8.28,5.0,Defasagem moderada,1.0,10.0,7.0,,8.5,8.378,-1
RA-886,Aluno-886,2024,PEDE2024,Alfa,ALFA E - G2/G3,Topazio,Topazio,Feminino,8.0,,2023,1.0,Pública,1.0,,8.6422,8.419200000000002,8.419200000000002,8.6422,-0.22299999999999898,,,,3.0,9.502,10.0,8.13,7.5,8.75,8.28,5.0,Defasagem moderada,1.0,9.0,8.5,,8.75,8.783000000000001,-1
RA-888,Aluno-888,2024,PEDE2024,Alfa,ALFA D - G2/G3,Topazio,Topazio,Masculino,8.0,,2023,1.0,Pública,1.0,,8.9182,8.1942,8.1942,8.9182,-0.7240000000000002,,,,3.0,9.002,10.0,6.88,7.5,8.5,8.28,5.0,Defasagem moderada,1.0,9.0,8.0,,8.5,8.345500000000001,-1
RA-889,Aluno-889,2024,PEDE2024,Alfa,ALFA B - G2/G3,Topazio,Topazio,Masculino,9.0,,2023,1.0,Pública,1.0,,8.8092,8.191290909100001,8.191290909100001,8.8092,-0.6179090908999996,,,,3.0,8.502,9.2954545455,6.26,7.5,9.75,8.28,5.0,Defasagem moderada,1.0,10.0,9.5,,9.75,7.889363636375,-1
RA-891,Aluno-891,2024,PEDE2024,Alfa,ALFA B - G2/G3,Topazio,Topazio,Feminino,10.0,,2023,1.0,Pública,1.0,,7.8882,8.035957575700001,8.035957575700001,7.8882,0.14775757570000092,,,,3.0,10.002,9.0454545455,6.26,7.5,8.75,8.003333333,5.0,Defasagem moderada,1.0,10.0,7.5,,8.75,8.201863636375,-1
RA-892,Aluno-892,2024,PEDE2024,1C,1C,Topazio,Topazio,Masculino,9.0,,2023,1.0,Pública,1.0,,8.8112,8.697700000000001,8.697700000000001,8.8112,-0.11349999999999838,,,,2.0,8.002,10.0,7.51,8.125,8.75,7.92,10.0,Adequado,0.0,10.0,7.5,,8.75,8.40925,0
RA-893,Aluno-893,2024,PEDE2024,1B,1B,Topazio,Topazio,Masculino,10.0,,2023,1.0,Pública,1.0,,8.8042,8.8910333334,8.8910333334,8.8042,0.08683333339999955,,,,3.0,9.002,10.0,7.51,8.125,9.25,7.886666667,10.0,Adequado,0.0,10.0,8.5,,9.25,8.65925,0
RA-894,Aluno-894,2024,PEDE2024,1C,1C,Topazio,Topazio,Feminino,10.0,,2023,1.0,Pública,2.0,,8.8142,8.67895,8.67895,8.8142,-0.1352499999999992,,,,2.0,10.002,10.0,7.51,8.4375,9.5,8.42,5.0,Defasagem moderada,1.0,9.0,10.0,,9.5,8.987375,-1
RA-895,Aluno-895,2024,PEDE2024,Alfa,ALFA B - G2/G3,Topazio,Topazio,Feminino,9.0,,2023,1.0,Pública,1.0,,8.5397,8.2579575757,8.2579575757,8.5397,-0.2817424242999991,,,,3.0,9.502,9.5454545455,6.26,7.5,9.5,8.113333333,5.0,Defasagem moderada,1.0,10.0,9.0,,9.5,8.201863636375,-1
RA-896,Aluno-896,2024,PEDE2024,1C,1C,Topazio,Topazio,Masculino,8.0,,2023,1.0,Pública,1.0,,9.0912,8.2852454545,8.2852454545,9.0912,-0.8059545455000006,,,,2.0,8.502,9.7727272725,7.51,8.125,6.5,8.085,10.0,Adequado,0.0,6.5,6.5,,6.5,8.477431818125,0
RA-897,Aluno-897,2024,PEDE2024,Alfa,ALFA I - G2/G3,Quartzo,Quartzo,Masculino,10.0,,2023,1.0,Pública,1.0,,5.48225,5.2212050505,5.2212050505,5.48225,-0.26104494949999957,,,,2.0,7.002,2.7525252525,2.51,6.875,6.0,6.66,5.0,Defasagem moderada,1.0,5.5,6.5,,6.0,4.784881313125,-1
RA-898,Aluno-898,2024,PEDE2024,1B,1B,Ametista,Ametista,Masculino,10.0,,2023,1.0,Pública,2.0,,8.4217,7.8661333334,7.8661333334,8.4217,-0.5555666665999999,,,,3.0,6.418,10.0,7.51,7.5,7.5,8.616666667,5.0,Defasagem moderada,1.0,9.0,6.0,,7.5,7.856999999999999,-1
RA-899,Aluno-899,2024,PEDE2024,1B,1B,Topazio,Topazio,Masculino,9.0,,2023,1.0,Pública,1.0,,8.8452,8.425024769300002,8.425024769300002,8.8452,-0.4201752306999982,,,,3.0,10.002,9.1007905135,5.635,8.125,8.25,7.893333333,10.0,Adequado,0.0,8.0,8.5,,8.25,8.215697628375,0
RA-90,Aluno-90,2024,PEDE2024,7E,7E,Topazio,Topazio,Feminino,15.0,,2021,3.0,Privada *Parcerias com Bolsa 100%,5.0,9.441521857142858,8.699408333,8.352033333333335,8.352033333333335,8.699408333,-0.3473749996666644,,,,0.0,10.002,9.0,6.885,7.5,8.066666666666666,7.5,10.0,Adequado,0.0,7.7,8.3,8.2,8.066666666666666,8.34675,2
RA-900,Aluno-900,2024,PEDE2024,1B,1B,Topazio,Topazio,Feminino,9.0,,2023,1.0,Pública,1.0,,8.8947,8.802003030200002,8.802003030200002,8.8947,-0.09269696979999864,,,,3.0,9.002,9.318181818,8.13,8.125,8.5,8.563333333,10.0,Adequado,0.0,8.0,9.0,,8.5,8.643795454500001,0
RA-903,Aluno-903,2024,PEDE2024,1B,1B,Topazio,Topazio,Feminino,9.0,,2023,1.0,Pública,1.0,,8.5242,8.0758287879,8.0758287879,8.5242,-0.44837121209999964,,,,3.0,10.002,9.7727272725,7.505,7.8125,5.0,7.946666667,10.0,Adequado,0.0,6.0,4.0,,5.0,8.773056818125,0
RA-904,Aluno-904,2024,PEDE2024,Alfa,ALFA F - G0/G1,Ametista,Ametista,Feminino,8.0,,2023,1.0,Pública,1.0,,8.140783333,7.6352,7.6352,8.140783333,-0.5055833329999997,,,,3.0,9.502,8.75,7.51,7.5,6.0,8.67,5.0,Defasagem moderada,1.0,6.0,6.0,,6.0,8.3155,-1
RA-905,Aluno-905,2024,PEDE2024,Alfa,ALFA J - G2/G3,Agata,Agata,Masculino,10.0,,2023,1.0,Pública,2.0,,7.831033333,6.3925823529,6.3925823529,7.831033333,-1.4384509800999998,,,,2.0,9.002,7.7794117645,7.51,6.875,3.0,6.99,5.0,Defasagem moderada,1.0,2.0,4.0,,3.0,7.791602941124999,-2
RA-907,Aluno-907,2024,PEDE2024,Alfa,ALFA J - G2/G3,Ametista,Ametista,Feminino,9.0,,2023,1.0,Privada,1.0,,8.962033333,7.9400888889,7.9400888889,8.962033333,-1.0219444441000007,,,,2.0,9.002,8.9444444445,7.51,7.5,8.75,7.5,5.0,Defasagem moderada,1.0,10.0,7.5,,8.75,8.239111111125,-1
RA-908,Aluno-908,2024,PEDE2024,Alfa,ALFA I - G2/G3,Agata,Agata,Feminino,9.0,,2023,1.0,Pública,1.0,,8.479366667,6.764292246,6.764292246,8.479366667,-1.7150744210000006,,,,2.0,8.502,8.14171123,7.51,7.1875,4.75,6.83,5.0,Defasagem moderada,1.0,3.0,6.5,,4.75,7.8353028075,-1
RA-909,Aluno-909,2024,PEDE2024,Alfa,ALFA J - G2/G3,Ametista,Ametista,Feminino,11.0,,2023,1.0,Pública,2.0,,8.486033333,7.722033333300001,7.722033333300001,8.486033333,-0.7639999996999993,,,,2.0,10.002,8.1666666665,7.51,6.875,8.25,7.5,5.0,Defasagem moderada,1.0,10.0,6.5,,8.25,8.138416666625,-2
RA-91,Aluno-91,2024,PEDE2024,6L,6L,Ametista,Ametista,Feminino,18.0,,2021,3.0,Privada - Programa de Apadrinhamento,7.0,6.644810737664296,7.42395,7.426704761933335,7.426704761933335,7.42395,0.002754761933335459,,,,5.0,10.002,7.476190476333334,5.635,7.875,7.333333333333333,8.068,5.0,Defasagem moderada,1.0,9.0,4.0,9.0,7.333333333333333,7.747047619083334,-1
RA-910,Aluno-910,2024,PEDE2024,1G,1G,Topazio,Topazio,Masculino,9.0,,2023,1.0,Pública,1.0,,7.801,8.1163818182,8.1163818182,7.801,0.31538181820000055,,,,3.0,8.502,8.674242424500001,7.51,7.916666667,7.5,7.443333333,10.0,Adequado,0.0,9.0,6.0,,7.5,8.150727272875,0
RA-911,Aluno-911,2024,PEDE2024,1G,1G,Quartzo,Quartzo,Masculino,12.0,,2023,1.0,Pública,3.0,,5.59545,5.4552454547,5.4552454547,5.59545,-0.1402045452999996,,,,3.0,8.002,4.772727273,7.51,6.041666667,4.5,4.726666667,5.0,Defasagem moderada,1.0,5.0,4.0,,4.5,6.581598485000001,-2
RA-912,Aluno-912,2024,PEDE2024,Alfa,ALFA G - G2/G3,Ametista,Ametista,Feminino,10.0,,2023,1.0,Pública,2.0,,7.0797,7.697103508700001,7.697103508700001,7.0797,0.6174035087000007,,,,3.0,9.002,9.4736842105,7.51,8.125,7.25,6.943333333,5.0,Defasagem moderada,1.0,7.0,7.5,,7.25,8.527671052625,-2
RA-916,Aluno-916,2024,PEDE2024,Alfa,ALFA I - G2/G3,Quartzo,Quartzo,Feminino,10.0,,2023,1.0,Pública,2.0,,7.3882,5.5058531621,5.5058531621,7.3882,-1.8823468379000001,,,,2.0,8.502,7.3320158105,2.51,6.5625,2.75,6.16,5.0,Defasagem moderada,1.0,3.5,2.0,,2.75,6.226628952625,-2
RA-918,Aluno-918,2024,PEDE2024,Alfa,ALFA G - G2/G3,Quartzo,Quartzo,Feminino,8.0,,2023,1.0,Pública,1.0,,7.4967,5.657357017600001,5.657357017600001,7.4967,-1.839342982399999,,,,3.0,7.918,8.697368421,2.51,5.9375,2.75,6.156666667,5.0,Defasagem moderada,1.0,1.0,4.5,,2.75,6.265717105249999,-1
RA-919,Aluno-919,2024,PEDE2024,Alfa,ALFA I - G2/G3,Quartzo,Quartzo,Masculino,10.0,,2023,1.0,Pública,2.0,,6.225,5.799702673800001,5.799702673800001,6.225,-0.42529732619999905,,,,2.0,7.002,4.692513369,6.255,6.875,5.25,6.49,5.0,Defasagem moderada,1.0,6.5,4.0,,5.25,6.2061283422499995,-2
RA-92,Aluno-92,2024,PEDE2024,7A,7A,Topazio,Topazio,Feminino,18.0,,2021,3.0,Privada - Programa de Apadrinhamento,7.0,6.957316284888314,7.375916667,8.052279017,8.052279017,7.375916667,0.6763623499999998,,,,3.0,10.002,8.769145085,7.51,7.8125,7.5,6.33,10.0,Adequado,0.0,8.0,5.0,9.5,7.5,8.52341127125,0
RA-920,Aluno-920,2024,PEDE2024,Alfa,ALFA G - G2/G3,Ametista,Ametista,Feminino,9.0,,2023,1.0,Pública,1.0,,6.9647,7.7494938597,7.7494938597,6.9647,0.7847938597000006,,,,3.0,9.502,7.6710526315,7.51,7.1875,8.25,8.226666667,5.0,Defasagem moderada,1.0,9.0,7.5,,8.25,7.967638157874999,-1
RA-921,Aluno-921,2024,PEDE2024,Alfa,ALFA I - G2/G3,Ametista,Ametista,Feminino,8.0,,2023,1.0,Pública,1.0,,7.7407,7.2838203209,7.2838203209,7.7407,-0.45687967910000005,,,,2.0,8.502,8.6631016045,7.51,7.5,6.0,7.5,5.0,Defasagem moderada,1.0,5.0,7.0,,6.0,8.043775401125,-1
RA-922,Aluno-922,2024,PEDE2024,1C,1C,Topazio,Topazio,Feminino,9.0,,2023,1.0,Pública,1.0,,8.5262,8.5209954545,8.5209954545,8.5262,-0.005204545499999824,,,,2.0,9.002,9.5227272725,7.51,7.8125,7.75,8.17,10.0,Adequado,0.0,7.5,8.0,,7.75,8.461806818125,0
RA-923,Aluno-923,2024,PEDE2024,1D,1D,Ametista,Ametista,Feminino,9.0,,2023,1.0,Pública,1.0,,8.8842,7.688609090900001,7.688609090900001,8.8842,-1.195590909099999,,,,2.0,8.002,7.9545454545,7.51,8.125,5.5,8.17,10.0,Adequado,0.0,5.0,6.0,,5.5,7.897886363625,0
RA-924,Aluno-924,2024,PEDE2024,Alfa,ALFA I - G2/G3,Agata,Agata,Masculino,9.0,,2023,1.0,Pública,1.0,,6.5207,6.4727360962,6.4727360962,6.5207,-0.047963903799999485,,,,2.0,7.002,4.598930481,7.51,7.1875,7.0,7.415,5.0,Defasagem moderada,1.0,7.5,6.5,,7.0,6.574607620249999,-1
RA-925,Aluno-925,2024,PEDE2024,Alfa,ALFA I - G2/G3,Agata,Agata,Masculino,8.0,,2023,1.0,Pública,1.0,,7.1837,6.587019518800001,6.587019518800001,7.1837,-0.5966804811999991,,,,2.0,8.002,7.005347594,7.51,7.1875,4.75,7.33,5.0,Defasagem moderada,1.0,3.0,6.5,,4.75,7.4262118985,-1
RA-926,Aluno-926,2024,PEDE2024,1G,1G,Ametista,Ametista,Feminino,10.0,,2023,1.0,Pública,2.0,,7.7792,7.7830787878,7.7830787878,7.7792,0.0038787877999997278,,,,3.0,9.002,9.7727272725,7.51,8.333333333,7.0,7.22,5.0,Defasagem moderada,1.0,7.0,7.0,,7.0,8.654515151375,-1
